University,Program,Study Level,Country,Official Website
The London School of Economics and Political Science (LSE),MSc Statistics (Financial Statistics) (Research),Masters,United Kingdom,http://www.lse.ac.uk/study-at-lse?utm_source=qs&utm_medium=website&utm_campaign=qs_website&utm_content=qswebsite_main_study
O.P. Jindal Global University,B.A. (Hons.) Journalism & Media Studies,Bachelors,India,https://jgu.edu.in/
Universitat Autònoma de Barcelona,Bachelor's Degree in Business Administration and Management - English,Bachelors,Spain,http://www.uab.cat/en/
Coventry University,MSc Aerospace Engineering (Work Placement),Masters,United Kingdom,https://www.coventry.ac.uk/
Al-Farabi Kazakh National University,Master of Engineering Sciences in Geoinformatics,Masters,Kazakhstan,http://www.kaznu.kz
SRM Institute of Science and Technology,International Accounting and Finance,Bachelors,India,https://www.srmist.edu.in/
K.Zhubanov Aktobe Regional University,Master of Technical Sciences in Oil and Gas Business,Masters,Kazakhstan,http://zhubanov.edu.kz/en/
Universidad Estal de Milagro,Economy (Online),Bachelors,Ecuador,https://www.unemi.edu.ec/
L.N. Gumilyov Eurasian National University (ENU),Engineering Systems and Networks,Bachelors,Kazakhstan,http://www.enu.kz/en
The University of Law ,LLM Finance Law -Full-time,Masters,United Kingdom,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
The University of Sheffield,Journalism Studies,Bachelors,United Kingdom,https://www.sheffield.ac.uk/
University of Parma,Electronic Engineering,Masters,Italy,http://www.unipr.it
Queensland University of Technology (QUT),Bachelor of Engineering (Honours) (Chemical Process),Bachelors,Australia,https://www.qut.edu.au/
Universidad Carlos III de Madrid (UC3M),Bachelor in Industrial Electronics and Automation Engineering,Bachelors,Spain,http://www.uc3m.es/Home
University of the Arts London,BA (Hons) Fine Art,Bachelors,,http://www.arts.ac.uk?utm_source=qs&utm_medium=profile&utm_campaign=referralsites
RUDN University,Applied International Journalism (in English) (Taught),Masters,Russia,http://eng.rudn.ru/
UCL,Civil Engineering (with Integrated Design) MSc,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Campbellsville University,Certificate in Christian Ministry,Bachelors,United States,https://online.campbellsville.edu/lp/campbellsville-university-online//?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Universitas Hasanuddin,Bachelor in Psychology,Bachelors,Indonesia,http://www.unhas.ac.id
National Yang Ming Chiao Tung University,Bachelor of Electrophysics (Electrophysics),Bachelors,Taiwan,https://en.nycu.edu.tw/
Universidad Rey Juan Carlos,Criminology + Computer Engineering,Bachelors,Spain,https://www.urjc.es
Waseda University,Social Sciences (BA),Bachelors,Japan,http://www.waseda.jp/inst/whywaseda/?utm_source=QS%20Waseda%20banners&utm_medium=QS%20Waseda%20profile&utm_campaign=QS%20Waseda%20profile
University of Jordan,Doctor of Medicine (M.D),Bachelors,Jordan,http://www.ju.edu.jo/Home.aspx
The University of Auckland,Science,Bachelors,New Zealand,http://www.auckland.ac.nz
York University,Cinema & Media Arts (Film),Bachelors,Canada,http://www.yorku.ca
Loyola Marymount University,"Information Systems and Business Analytics (ISBA), BBA",Bachelors,,https://www.lmu.edu/
Universidade de Vigo,Degree in Business Administration and Management (Vigo Campus),Bachelors,Spain,https://www.uvigo.gal
RMIT University,Master of Supply Chain and Logistics Management,Masters,Australia,http://www.rmit.edu.au/study-with-us/international-students?utm_medium=web&utm_source=QS&utm_campaign=INT_Sub&utm_content=Profile_page
UCL,Spanish and Ukrainian BA,Bachelors,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
University of Parma,Veterinary Medicine,Masters,Italy,http://www.unipr.it
York University,Human Rights & Equity Studies,Bachelors,Canada,http://www.yorku.ca
University of Canterbury | Te Whare Wānanga o Waitaha,Master of Urban Resilience and Renewal,Masters,New Zealand,http://www.canterbury.ac.nz
University of Sussex,Filmmaking MA,Masters,United Kingdom,https://www.sussex.ac.uk/?utm_source=qs&utm_medium=paid_referral&utm_campaign=institutionalprofiles
University of Technology Sydney,Bachelor of Design in Visual Communication Bachelor of Creative Intelligence and Innovation,Bachelors,Australia,http://www.uts.edu.au
McGill University,Master of Information Studies (M.I.St.) Information Studies (Non-Thesis): Course work,Masters,Canada,https://www.mcgill.ca/
University of Kent,Wildlife Conservation - BSc (Hons),Bachelors,United Kingdom,https://www.kent.ac.uk/?utm_source=QS&utm_medium=paid_referrer&utm_content=main-profile&utm_campaign=PGINT2022
The University of Queensland,Master of Health Economics,Masters,Australia,https://study.uq.edu.au/?utm_source=topuniversities.com&utm_medium=referral&utm_campaign=int-qstu
George Mason University,BSEd in Physical Education/Accelerated MA in Political Science,Masters,United States,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Universität Hamburg,Master of Science in Business Informatics,Masters,Germany,http://www.uni-hamburg.de
Complutense University of Madrid,Translation and Interpretation,Bachelors,Spain,http://www.ucm.es
Northern Borders University,English Language (Arar campus),Bachelors,Saudi Arabia,https://www.nbu.edu.sa/en/Pages/default.aspx
University of Bath,Natural Sciences MSci (Hons) - 5 years including study year abroad,Bachelors,United Kingdom,https://info.online.bath.ac.uk/brand/?utm_source=QS&utm_medium=Listing&utm_campaign=Listing_QS_Brand
University of Reading,BA Museum Studies and Archaeology with Professional Placement,Bachelors,United Kingdom,https://www.reading.ac.uk/?utm_source=ap&utm_medium=web&utm_campaign=qs
Panpacific University,Bachelor of Science in Electronics Engineering,Bachelors,Philippines,https://www.panpacificu.edu.ph/
RUDN University,Political Science: Russian and Comparative Studies,Masters,Russia,http://eng.rudn.ru/
K.Zhubanov Aktobe Regional University,Bachelor of Arts in Digital Linguistics,Bachelors,Kazakhstan,http://zhubanov.edu.kz/en/
University of Exeter,BEng Engineering and Entrepreneurship,Bachelors,United Kingdom,https://www.exeter.ac.uk/?utm_source=qs_website&utm_medium=profile&utm_campaign=qs_advancedprofile
Northern Borders University,Islamic Studies,Bachelors,Saudi Arabia,https://www.nbu.edu.sa/en/Pages/default.aspx
George Mason University,"BA in Psychology/Accelerated MAIS in Interdisciplinary Studies (Religion, Culture, and Values Concentration)",Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
ESMT Berlin,Full-time MBA,,['Germany'],https://degrees.esmt.berlin/
University of Bath,Computer Science MComp (Hons) - 5 years including placement year,Bachelors,United Kingdom,https://info.online.bath.ac.uk/brand/?utm_source=QS&utm_medium=Listing&utm_campaign=Listing_QS_Brand
University of Kent,Anthropology - BSc (Hons),Bachelors,United Kingdom,https://www.kent.ac.uk/?utm_source=QS&utm_medium=paid_referrer&utm_content=main-profile&utm_campaign=PGINT2022
York University,Health & Society,Bachelors,Canada,http://www.yorku.ca
National University of Singapore (NUS),Master of Music Leadership,Masters,Singapore,http://www.nus.edu.sg/
University of Reading,BA Museum and Classical Studies,Bachelors,United Kingdom,https://www.reading.ac.uk/?utm_source=ap&utm_medium=web&utm_campaign=qs
Universitat Politecnica de Valencia,Master's Degree in Biomedical Engineering,Masters,Spain,http://www.upv.es
The Hong Kong University of Science and Technology,BEng in Mechanical Engineering,Bachelors,Hong Kong SAR,http://www.ust.hk
Loughborough University,Aeronautical Engineering BEng (Hons),Bachelors,United Kingdom,http://www.lboro.ac.uk
University of Bath,Physics BSc (Hons) - 4 years including study year abroad,Bachelors,United Kingdom,https://info.online.bath.ac.uk/brand/?utm_source=QS&utm_medium=Listing&utm_campaign=Listing_QS_Brand
University of Louisville,Literacy (MEd),Masters,United States,https://qs.topuniversities.com/university-of-louisville
University of Delaware,Bachelor of Arts in Earth Science Education,Bachelors,United States,https://landing.online.udel.edu/brand-af//?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Deusto Business School - University of Deusto,Business Management and Administration + Management in Digital Environments,Bachelors,Spain,https://www.deusto.es/es/inicio/somos-deusto/facultades/deusto-business-school
KAIST College of Business,"Information and Telecommunication Technology, MA",Masters,South Korea,https://www.business.kaist.edu
IE Business School,Master in Customer Experience & Innovation,Masters,Spain,https://qs.topuniversities.com/ie-business-school?utm_source=topuni&utm_medium=advanced_profile
Auckland University of Technology (AUT),Bachelor of Sport and Recreation in Coaching,Bachelors,New Zealand,http://www.aut.ac.nz
University of Reading,MA Strategic Studies,Masters,United Kingdom,https://www.reading.ac.uk/?utm_source=ap&utm_medium=web&utm_campaign=qs
"City, University of London",Radiography (Diagnostic Imaging) BSc (Hons),Bachelors,United Kingdom,https://www.city.ac.uk/prospective-students?utm_source=topuniversities&utm_medium=referral&utm_campaign=AnnualPlan
The University of Edinburgh,"Science Communication and Public Engagement (Online Learning) (MSc, PgCert, PgDip)",Masters,United Kingdom,https://www.ed.ac.uk/studying?utm_source=TopUniversities&utm_medium=InstProfile&utm_campaign=InstitutionProfiles&utm_content=WebsiteURL
University of Glasgow,Biochemistry,Bachelors,United Kingdom,https://landing.online.gla.ac.uk/?utm_source=QS&utm_medium=Listing&utm_campaign=Profile_brand_QS
University of Reading,BSc Biomedical Sciences,Bachelors,United Kingdom,https://www.reading.ac.uk/?utm_source=ap&utm_medium=web&utm_campaign=qs
Instituto Politécnico Nacional (IPN),Doctor of Science in Mechanical Engineering,PHD,Mexico,http://www.ipn.mx/
RMIT University,Bachelor of Engineering (Electronic & Computer Systems Eng) Honours/Bachelor of Business(Management),Bachelors,Australia,http://www.rmit.edu.au/study-with-us/international-students?utm_medium=web&utm_source=QS&utm_campaign=INT_Sub&utm_content=Profile_page
University of Bath,Chemistry BSc (Hons) - 4 years including placement year,Bachelors,United Kingdom,https://info.online.bath.ac.uk/brand/?utm_source=QS&utm_medium=Listing&utm_campaign=Listing_QS_Brand
SOAS University of London ,MA Islamic Law,Masters,United Kingdom,https://www.soas.ac.uk
Alma Mater Studiorum - University of Bologna,Bachelor of Sciences and Technologies for Green and Landscape,Bachelors,,http://www.unibo.it/en/
Universidad Anáhuac México,Master in Global Bioethics In English (Online),Masters,Mexico,http://www.anahuac.mx/mexico/en
O.P. Jindal Global University,B.A. (Hons.) Human Rights,Bachelors,India,https://jgu.edu.in/
Vellore Institute of Technology (VIT),Business Administration,Masters,India,http://www.vit.ac.in
Università degli Studi di Pavia,Enviromental Engineering - Curriculum in REACH: REsilience to climAte CHange effects,Masters,Italy,https://web-en.unipv.it/
Pace University - New York,"Management, Hospitality and Tourism Management, BBA",Bachelors,United States,http://www.pace.edu
Swansea University,"Chemical Engineering, Ph.D.",PHD,United Kingdom,https://www.swansea.ac.uk/?utm_source=qs&utm_medium=profile&utm_campaign=international20
George Mason University,PhD in Psychology - Concentration in Cognitive and Behavioral Neuroscience,PHD,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Imperial College London,BSc Biological Sciences with Research Abroad,Bachelors,United Kingdom,http://www.imperial.ac.uk
Universität Hamburg,Master of Arts in Latin American Studies,Masters,Germany,http://www.uni-hamburg.de
Universit Paris-Saclay,Large Scale Accelerators and Lasers - Erasmus Mundus Lascala,Masters,France,http://www.universite-paris-saclay.fr/en
UCL,Surgical and Interventional Sciences MSc,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
McGill University,Master of Science (M.Sc.) Human Genetics (Thesis): Bioethics,Masters,Canada,https://www.mcgill.ca/
Comillas Pontifical University,Master's Degree in Experiential Humanist Psychotherapy and in Emotion Focused Therapy,Masters,Spain,https://www.comillas.edu/en/
Universitat Autònoma de Barcelona,"Master's Degree in Plant Biology, Genomics and Biotechnology",Masters,Spain,http://www.uab.cat/en/
Lancaster University,International Relations (Placement Year) BA Hons,Bachelors,United Kingdom,http://www.lancs.ac.uk
Telecom Paris,Master 2 Research in Design,Masters,France,https://www.telecom-paris.fr/en/home
SRM Institute of Science and Technology,Psychiatric Nursing,Masters,India,https://www.srmist.edu.in/
Applied Science Private University - Jordan,the Foundation of Fiqh,Bachelors,Jordan,https://www.asu.edu.jo/en/Pages/default.aspx
University of Glasgow,Civil Engineering MSc (Taught),Masters,United Kingdom,https://landing.online.gla.ac.uk/?utm_source=QS&utm_medium=Listing&utm_campaign=Profile_brand_QS
Universidad Regional Autónoma de los Andes,Tourism,Bachelors,Ecuador,https://admisionuniandes.edu.ec/
Alliance Manchester Business School,MSc Financial Management,Masters,United Kingdom,https://qs.topuniversities.com/alliance-manchester-business-school?utm_source=topuni&utm_medium=advanced_profile
Vellore Institute of Technology (VIT),Data Science,Masters,India,http://www.vit.ac.in
The University of Edinburgh,Analytical Chemistry (MSc),Masters,United Kingdom,https://www.ed.ac.uk/studying?utm_source=TopUniversities&utm_medium=InstProfile&utm_campaign=InstitutionProfiles&utm_content=WebsiteURL
